"country","continent","lifeExp","pop","gdpPercap"
"ZCL","X",0,1259945457,397
"DMT","X",0,1222731781,117
"DNT","X",0,1136304189,533
"NMR","X",0,1180516897,492
"XAS","D",6,1087662921,334
"EDG","X",0,1007934092,256
"XYO","X",0,1018543147,744
"SNGLS","X",0,1080970010,589
"ZIP","X",0,1062928634,181
"PPC","D",6,1116746216,476
"QLC","X",0,989598822,136
"TEN","X",0,1088136734,186
"BZNT","X",0,1411791717,198
"SNM","X",0,1026940037,519
"BOX","X",0,1200396008,192
"KEY","X",0,946222927,226
"UBQ","D",4,847046058,324
"LEND","X",0,1120097568,432
"DLT","X",0,1088312581,092
"TAAS","X",0,1176853448,302
"ARN","X",0,916421401,186
"ABYSS","X",0,851975630,374
"SWFTC","X",0,940418404,214
"GTC","X",0,978483772,202
"APPC","X",0,995701450,365
"LBC","X",0,881388223,609
"RFR","X",0,960747268,366
"SOC","X",0,993314695,125
"APIS","X",0,1028460292,164
"VIB","X",0,1018640771,262
"LOC","X",0,1125720455,283
"BMC","X",0,1135113018,243
"EVN","X",0,1047236161,309
"LYM","X",0,922359376,224
"BAY","X",0,911510648,147
"LINDA","X",0,1206756489,310
"CNN","X",0,800751073,237
"NMC","D",5,1127676538,441
"NLG","E",3,721934830,289
"POA","D",6,918179932,608
"XSN","X",0,981785027,360
"CVT","X",0,1014790398,156
"MTH","X",0,1003211259,373
"1ST","X",0,759192100,106
"GEN","X",0,754449148,291
"SUB","X",0,957212488,402
"FUEL","X",0,775311581,284
"WPR","X",0,877180907,191
"HYDRO","X",0,782808265,290
"MLN","X",0,547889089,491
"PPP","X",0,2385095738,274
"YOYOW","X",0,1233199025,159
"SALT","X",0,889900696,559
"INT","X",0,1058567546,146
"BCPT","X",0,692991708,257
"CDT","X",0,883937546,215
"BURST","D",5,974360485,198
"MWAT","X",0,835105315,211
"PLR","X",0,842481694,250
"AST","X",0,948770137,358
"FTC","C",7,671997871,164
"UPP","X",0,1015584188,214
"XCP","D",5,809308603,199
"GAME","D",4,618155210,118
"MTC","X",0,606233911,241
"TRAC","X",0,690822465,544
"MOBI","X",0,629525285,442
"AMB","X",0,683109063,525
"DOCK","X",0,766290225,247
"LEO","X",0,853251270,141
"MGO","X",0,755796934,190
"SEELE","X",0,715986096,150
"JNT","X",0,679165208,389
"LGO","X",0,1014457947,219
"PASC","X",0,613443818,392
"BLK","C",7,727336270,125
"GSC","X",0,651634676,087
"CPC","X",0,726721776,173
"GNX","X",0,671434451,234
"BTO","X",0,674154581,318
"ZPT","X",0,437610693,334
"XPM","X",0,697256855,177
"LUN","X",0,554279319,174
"NEU","X",0,578584632,158
"BLT","X",0,404879051,483
"ADT","X",0,658719600,188
"PRE","X",0,607014436,157
"AMO","X",0,614569790,109
"ART","X",0,476360862,186
"QUN","X",0,581954363,235
"UTNP","X",0,740587157,204
"GRID","X",0,463750890,439
"MDT","X",0,492969900,233
"REM","X",0,437112507,624
"PST","X",0,587313014,230
"FOTA","X",0,494876405,183
"SNC","X",0,538043266,082
"INK","X",0,599311717,206
"DCT","X",0,372235773,550
"EVN","X",0,336897570,309
"WINGS","X",0,439394256,363
"SPANK","X",0,324870863,297
"MVL","X",0,557372998,192
"FNKOS","X",0,409501428,144
"CLO","X",0,540647591,399
"PHR","X",0,575253121,471
"HOT","C",9,550812544,787
"CBT","X",0,593310511,164
"COSS","X",0,437988839,201
"CHAT","X",0,458062822,131
"MOT","X",0,75683541,156
"CHSB","X",0,545519435,129
"PRG","X",0,303689207,078
"CBC","X",0,444596252,153
"PLBT","X",0,546377014,201
"CPT","X",0,477843313,094
"DICE","X",0,535374534,390
"ATN","X",0,439993878,115
"ZCO","X",0,524452650,205
"NGC","X",0,416435731,224
"DBET","X",0,306834470,243
"SPC","X",0,282463035,160
"DADI","X",0,415645673,509
"ZPR","X",0,400700447,201
"DPY","X",0,438690627,188
"ROCK2","X",0,346799022,215
"LET","X",0,424222625,154
"XMX","X",0,955158900,180
"VRC","X",0,420704694,129
"DAX","X",0,464119577,185
"MRK","X",0,356089183,194
"ZCN","X",0,339937898,234
"ONION","X",0,400897099,368
"UKG","X",0,390100345,115
"CRW","X",0,453477654,352
"KICK","X",0,456349872,248
"ISR","X",0,621472585,065
"SOUL","X",0,406138271,180
"SPD","X",0,377600425,160
"PPY","X",0,440617333,309
"TFD","X",0,339455677,252
"NCT","X",0,318557814,175
"COV","X",0,349146833,181
"TAU","X",0,327977367,463
"CV","X",0,341258035,083
"POT","E",3,229748505,113
"YEE","X",0,298969530,183
"MTN","X",0,270896820,093
"DAG","X",0,642763171,302
"BAX","X",0,304339354,323
"XBY","D",5,306170132,238
"IOC","D",6,356682628,292
"RVR","X",0,229952743,193
"UP","X",0,257937787,325
"ECOM","X",0,386976945,205
"PCL","X",0,319903520,176
"XAUR","X",0,299859951,130
"SENT","X",0,336358906,169
"HMQ","X",0,202105777,146
"HVN","X",0,322743825,151
"GRC","X",0,274191146,496
"NTK","X",0,282456861,219
"AIDOC","X",0,264892381,172
"TIME","X",0,297200018,102
"BBK","X",0,307183944,191
"BET","X",0,370977495,211
"CHP","X",0,295919165,269
"XDCE","X",0,199767829,339
"HST","X",0,217857049,187
"SLR","X",0,220642685,182
"UBT","X",0,314790370,222
"SHIP","X",0,213875621,179
"DAT","X",0,218577876,260
"LUX","X",0,347493004,207
"CAPP","X",0,251353376,399
"ZSC","X",0,214131765,292
"BKX","X",0,222523552,192
"MUE","X",0,261906516,303
"ORME","X",0,153661143,227
"IDH","X",0,257646284,172
"STK","X",0,179708609,179
"EKO","X",0,182826065,175
"ION","X",0,218114350,161
"BCI","X",0,176320913,167
"ALIS","X",0,203905975,512
"MYST","X",0,147479737,541
"EXP","E",2,201118997,353
"XP","X",0,180691729,136
"OXY","X",0,190114282,147
"LIFE","X",0,213275332,202
"FXT","X",0,222778076,169
"DXT","X",0,168755680,172
"GUP","E",1,159824767,135
"AMP","X",0,173184854,141
"SNTR","X",0,169436797,293
"NOTE","X",0,179832528,111
"NLC2","X",0,92698645,207
"TNC","X",0,167928608,268
"COB","X",0,299509932,199
"SKB","X",0,61601782,147
"STQ","X",0,168471945,228
"ZAP","X",0,149834645,176
"ELEC","X",0,166926050,226
"MTC","X",0,129933767,241
"SWT","X",0,130058776,173
"PRA","X",0,220685082,313
"QBT","X",0,155284156,196
"DAV","X",0,74962934,175
"BANCA","X",0,171931472,188
"SKY","D",6,175518520,599
"MTX","X",0,105925181,277
"STX","X",0,142935737,229
"DATX","X",0,119295542,125
"BTCP","D",4,609432672,414
"GEM","X",0,155411294,179
"RISE","E",3,155624977,385
"COFI","X",0,114728562,244
"THC","D",4,124940423,161
"ARB","X",0,77924262,167
"SENC","X",0,99751709,143
"HKN","X",0,100396248,170
"SS","X",0,123583290,236
"CMCT","X",0,81795848,233
"OLT","X",0,129890339,189
"BEZ","X",0,70074215,122
"GOT","X",0,69480587,214
"LCS","X",0,121994934,93-
"LALA","X",0,77637322,218
"MNX","X",0,51861462,203
"UQC","X",0,95685720,152
"GOLOS","X",0,136349812,484
"OPTI","X",0,70670493,118
"DEV","X",0,58159748,127
"EXY","X",0,61982557,153
"BBC","X",0,71631841,165
"IXT","X",0,36675025,309
"VULC","X",0,47405195,274
"RCT","X",0,45132489,151
"COLX","X",0,462270689,187
"FAIR","D",4,353842628,205
"TRST","X",0,208419275,556
"DRT","X",0,152516552,270
"OMX","X",0,103817076,197
