"country","continent","lifeExp","pop","gdpPercap"
"EVX","X",0,2578941498,427
"MITH","X",0,2563503976,267
"MDA","X",0,2708164425,259
"DRGN","X",0,2640357056,369
"NEBL","D",6,2431296748,373
"EDR","X",0,2424280621,304
"MAN","D",5,2205986269,332
"REQ","X",0,2169534365,422
"EDO","X",0,2222511824,272
"SLT","X",0,2183034555,151
"TCT","X",0,2205400427,269
"GTO","X",0,2169245659,324
"STORM","X",0,2143001760,392
"PART","X",0,2087659683,542
"GVT","X",0,2091174494,345
"ABT","X",0,2125597010,574
"CLAM","X",0,2363038762,224
"AUTO","X",0,2056089716,256
"OCN","X",0,2025501535,338
"BFT","X",0,2028460969,178
"RDN","X",0,2027371855,756
"POE","X",0,1939621037,563
"C20","X",0,2018501803,223
"SRN","X",0,1923618587,398
"GNO","X",0,1927138147,649
"OST","X",0,1819974868,532
"WABI","X",0,2087060718,217
"SKY","D",5,1989431741,588
"ETHOS","X",0,1815881704,309
"CS","D",5,1881852521,337
"TKN","X",0,1730798812,364
"SMART","D",5,1919875170,492
"MTL","X",0,1797427746,292
"SXDT","X",0,1780222331,239
"ANT","X",0,1707217965,682
"FSN","X",0,1659373196,412
"REN","X",0,1624338822,297
"WGR","X",0,1905644790,322
"XYO","X",0,1635377748,705
"DATA","X",0,1561820041,533
"QSP","X",0,1701791039,358
"EMC2","D",5,1520491406,188
"MDS","X",0,1527150484,388
"HPB","D",6,1660764984,325
"PPC","D",6,1458182421,504
"DTA","X",0,1426202599,397
"BLOCK","D",5,1436230395,497
"UTT","X",0,1608900797,126
"FLO","X",0,1324147871,156
"RUFF","X",0,1449144260,138
"BLZ","X",0,1435798358,504
"ICN","X",0,1318190048,160
"LBA","X",0,1749245670,265
"RCN","X",0,1865005297,638
"SALT","X",0,1419585067,588
"ORME","X",0,1476505245,240
"DMT","X",0,1355226434,269
"CRPT","X",0,1385634210,301
"VIBE","X",0,1349486843,154
"VIA","D",5,1344737611,451
"LOC","X",0,1395689864,305
"UNO","X",0,1749375189,152
"UTK","X",0,1316636353,243
"EDG","X",0,1217785611,265
"ADX","X",0,1275483256,536
"LEND","X",0,1252049712,394
"NCASH","X",0,1277015574,214
"MGO","X",0,1254800563,213
"XAS","D",5,1322126602,404
"APIS","X",0,1092696744,193
"PRE","X",0,1340788876,236
"PRO","X",0,1188492503,253
"NOAH","X",0,1214820826,385
"SOC","X",0,1120062115,193
"NMR","X",0,1149342120,503
"ZIP","X",0,1214329386,212
"SNGLS","X",0,1222071097,423
"ITC","X",0,1211398583,210
"VEE","X",0,1238649044,360
"QRL","X",0,1246336035,441
"INS","X",0,1115601607,597
"TRAC","X",0,1037493239,572
"DROP","X",0,1245135274,250
"NMC","D",5,1194809822,437
"SNM","X",0,1080089220,542
"DLT","X",0,1136189474,126
"TNB","X",0,1131326053,207
"XSN","X",0,1103479841,434
"UBQ","D",4,1065270128,314
"COSS","X",0,1093773077,211
"AMB","X",0,1100426359,493
"DNT","X",0,1071927037,485
"XDN","D",5,1006926635,329
"POA","D",5,1011735555,478
"TNT","X",0,985942779,413
"VITE","X",0,1042434198,528
"JNT","X",0,1018602643,463
"MET","X",0,910837448,659
"ARN","X",0,975642774,329
"KEY","X",0,956742104,232
"NLG","E",3,929534760,389
"APPC","X",0,945378806,490
"FOTA","X",0,873309350,224
"ZCL","X",0,1364619242,378
"MLN","X",0,1024438133,325
"WPR","X",0,917609237,214
"PRG","X",0,821826696,181
"RHOC","D",6,941499543,592
"PLR","X",0,892967713,301
"FUEL","X",0,923633976,333
"BAY","X",0,965058290,202
"BURST","D",5,899677615,162
"GTC","X",0,856420871,245
"SAFEX","X",0,799108810,426
"RFR","X",0,834417007,390
"MOBI","X",0,849585651,257
"MTH","X",0,767840395,421
"CSC","X",0,816838337,319
"GAME","D",4,802052406,223
"AST","X",0,741587792,404
"LBC","X",0,803545305,581
"IHT","X",0,791574004,245
"CPC","X",0,764550086,234
"VIB","X",0,713091710,223
"BPT","X",0,767247838,238
"CDT","X",0,714359275,222
"OAX","X",0,679307760,187
"YOYOW","X",0,713307238,157
"SLS","E",1,742795609,159
"BTCP","D",4,764117657,563
"SUB","X",0,703950412,447
"LUN","X",0,761395195,159
"XPM","X",0,720743593,202
"LGO","X",0,556995490,114
"PPP","X",0,560048955,247
"UTNP","X",0,722838071,273
"PASC","X",0,701504448,424
"SEELE","X",0,759592560,244
"MWAT","X",0,659088176,217
"PLBT","X",0,571413263,184
"INT","X",0,707410874,327
"BCPT","X",0,616982321,215
"MDT","X",0,615412304,258
"CPT","X",0,597381362,116
"CHSB","X",0,592502496,251
"SWM","X",0,757243181,260
"CAS","X",0,610031561,207
"GNX","X",0,602422602,297
"LYM","X",0,589194676,208
"XCP","D",5,608901050,384
"ADT","X",0,594164959,176
"PST","X",0,748457495,339
"BLK","D",6,575797017,151
"AEON","D",5,548614218,386
"POT","E",3,641071280,145
"NTK","X",0,509794241,268
"CLO","X",0,553382805,395
"BTO","X",0,562555700,393
"IOC","D",5,483117232,288
"NEU","X",0,503782619,154
"UKG","X",0,536619685,199
"AURA","X",0,587164646,299
"SWFTC","X",0,517039424,207
"GEN","X",0,508082806,255
"BTX","X",0,508887807,333
"XBY","D",5,490151792,162
"WINGS","X",0,495732464,328
"BAX","X",0,479454648,351
"SPC","X",0,479512307,152
"INK","X",0,463566021,180
"ZPT","X",0,462752534,205
"COB","X",0,472128399,185
"FTC","D",5,440777003,313
"LINDA","X",0,449724118,139
"ONION","X",0,484356622,312
"ZCN","X",0,425346092,205
"NGC","X",0,416665497,205
"DCT","X",0,449814949,481
"DCC","X",0,482898057,193
"TFD","X",0,433878274,247
"DPY","X",0,427393230,159
"REM","X",0,405587766,553
"QUN","X",0,390406969,249
"GIN","X",0,375051113,161
"SPANK","X",0,373907383,359
"VRC","X",0,367789775,160
"CV","X",0,359521191,145
"THC","D",4,448209230,184
"CRW","X",0,331843288,167
"CBC","X",0,337019047,134
"XAUR","X",0,362747317,141
"ZCO","X",0,359685259,222
"TAU","X",0,345989528,448
"PHR","X",0,332393990,385
"NCT","X",0,338936871,211
"HST","X",0,302952255,168
"UBT","X",0,360954752,276
"PPY","X",0,347952471,399
"CHAT","X",0,310832635,147
"DMD","X",0,306357919,131
"KICK","X",0,376785097,360
"UP","X",0,289790904,341
"DADI","X",0,310382168,494
"ION","X",0,322723510,365
"MUE","X",0,300856525,182
"RVR","X",0,307868853,211
"SKB","X",0,327441314,189
"SNC","X",0,290324514,115
"ZAP","X",0,232525912,222
"SLR","X",0,294921882,217
"SENT","X",0,336645600,179
"UUU","X",0,269847030,237
"GSC","X",0,265214332,228
"PCL","X",0,272263939,157
"BLT","X",0,243175492,465
"DICE","X",0,272086850,391
"LIFE","X",0,295764301,183
"BMC","X",0,262701920,275
"BOT","X",0,228403358,213
"NLC2","X",0,236146571,370
"YEE","X",0,251919965,188
"SPHTX","X",0,277702235,143
"SOUL","X",0,217258712,236
"XDCE","X",0,234531669,302
"GRC","X",0,233734103,335
"SS","X",0,191585396,237
"AMP","X",0,215000227,169
"HMQ","X",0,211403157,170
"BCI","X",0,213639589,308
"RISE","E",2,152092962,485
"MOT","X",0,198774431,108
"BKX","X",0,206548144,240
"MTN","X",0,212777285,170
"SHIP","X",0,178462694,179
"COV","X",0,205139069,172
"OMNI","X",0,192631392,136
"DAG","X",0,236404702,425
"GUP","E",1,173025970,126
"STQ","X",0,182102935,314
"ZSC","X",0,192719597,308
"RBY","X",0,239378006,148
"XP","X",0,176982485,180
"TRST","X",0,118536160,613
"ELEC","X",0,160734690,227
"EKO","X",0,154447505,161
"DAT","X",0,147271288,297
"STK","X",0,162814155,140
"TIME","X",0,151431331,265
"SIB","D",4,136566119,285
"DEV","X",0,125783707,208
"SWT","X",0,123901794,122
"PRA","X",0,131915368,372
"CAPP","X",0,133305375,271
"MNX","X",0,119411543,156
"QBT","X",0,127082581,235
"TNC","X",0,154718611,326
"NOTE","X",0,115454708,137
"IDH","X",0,114433078,157
"STX","X",0,114893190,185
"BBC","X",0,96279744,166
"TIX","X",0,94726939,157
"UQC","X",0,96265776,129
"SENC","X",0,96937450,149
"EXY","X",0,77425689,139
"MTX","X",0,70316633,309
"DXT","X",0,67822282,156
"COFI","X",0,77895329,313
"OPTI","X",0,66348814,122
"IXT","X",0,66691707,222
"UBC","X",0,54575382,202
"BEE","X",0,58451017,199
"J8T","X",0,48076548,225
"VULC","X",0,43948789,273
"PARETO","X",0,38308532,180
"RCT","X",0,35769916,167
"LALA","X",0,26658021,164
"RNTB","X",0,14495376,175
"COLX","X",0,444290009,184
"MOD","X",0,401739292,196
"SOAR","X",0,201152051,109
"MYST","X",0,159345909,450
"EXP","E",1,123068973,182
"NVC","E",1,99480721,210
"PURA","D",4,71806648,155
"FID","X",0,29454623,227
