"country","continent","lifeExp","pop","gdpPercap"
"SHIP","X",0,232745373,182
"NLC2","X",0,231361111,321
"ABYSS","X",0,226207384,250
"EKO","X",0,225504552,150
"DAG","X",0,213597568,367
"SS","X",0,224637525,261
"DAT","X",0,220701776,285
"STQ","X",0,219147265,266
"ZAP","X",0,214080638,203
"LUX","X",0,211078883,128
"ELEC","X",0,209276493,228
"EXP","E",1,196464170,306
"FXT","X",0,196327093,181
"GUP","E",1,192320572,131
"QBT","X",0,188849215,259
"BTCP","D",4,190154070,490
"BOT","X",0,186820434,216
"TIME","X",0,186724654,199
"TRST","X",0,183809987,621
"RISE","E",2,180113868,451
"GEM","X",0,176736694,197
"HKN","X",0,172005117,175
"DATX","X",0,167477482,152
"OXY","X",0,149230612,159
"STX","X",0,163216490,201
"SIB","D",5,157301076,351
"IDH","X",0,156114849,123
"UQC","X",0,159248243,150
"PRA","X",0,149932587,348
"CAPP","X",0,168641275,404
"COFI","X",0,143803399,290
"AIT","X",0,143276920,101
"NVC","E",1,139156712,191
"OLT","X",0,135693357,235
"DXT","X",0,131455572,165
"SNTR","X",0,132083571,240
"SWT","X",0,122696274,156
"NOTE","X",0,124040059,104
"MTX","X",0,122080159,151
"TIX","X",0,119857871,92
"PARETO","X",0,73701434,193
"IXT","X",0,112536967,241
"SENC","X",0,112340748,156
"BANCA","X",0,110356999,200
"BBC","X",0,109075420,150
"MNX","X",0,103102821,208
"DEV","X",0,101885082,170
"DAV","X",0,98971777,126
"BEZ","X",0,86628080,124
"RCT","X",0,77835709,167
"GOLOS","X",0,79244401,510
"EXY","X",0,78453184,139
"CMCT","X",0,69751036,189
"OPTI","X",0,63285725,117
"HER","X",0,55712992,182
"BEE","X",0,57466675,181
"VULC","X",0,53112153,250
"LALA","X",0,50009443,179
"ICN","X",0,1801193342,157
"ATX","X",0,783133135,125
"IOC","D",6,606848650,291
"MOD","X",0,374954110,138
"ALIS","X",0,171972492,448
"TOA","X",0,142909644,109
"BERRY","X",0,84160761,166
