"country","continent","lifeExp","pop","gdpPercap"
"COFI","X",0,73517603,315
"EXP","E",1,73004681,327
"SENC","X",0,70678173,141
"SWT","X",0,67355258,187
"HKN","X",0,68241599,146
"SKB","X",0,60766584,137
"AIT","X",0,59901408,168
"DAV","X",0,56814161,222
"GEM","X",0,59099824,189
"LCS","X",0,57467783,170
"CMCT","X",0,54753985,191
"ARB","X",0,53781037,140
"OPTI","X",0,50925683,124
"NOTE","X",0,49728256,204
"PKT","X",0,49621269,158
"GOT","X",0,48138444,172
"MNX","X",0,43057937,234
"BDG","X",0,39572270,213
"EXY","X",0,39296546,223
"J8T","X",0,36131548,236
"HGT","X",0,35480109,124
"ZXC","X",0,34822525,458
"BPT","X",0,32183912,143
"WAB","X",0,31807757,200
"BBC","X",0,31763099,163
"PARETO","X",0,28146914,174
"RCT","X",0,27673412,133
"DEV","X",0,22279607,189
"ART","X",0,562155710,158
"DBET","X",0,287663370,142
"TRST","X",0,218820842,550
"POT","E",2,183355430,175
"NVC","E",2,123574414,223
"TNC","X",0,103634271,288
"EVE","X",0,38108145,335
