"country","continent","lifeExp","pop","gdpPercap"
"NXS","D",5,1759714528,458
"WABI","X",0,1756938455,225
"MDA","X",0,1747377711,188
"OCN","X",0,1746910688,325
"VIA","D",5,1752285701,406
"XYO","X",0,1690370155,739
"REN","X",0,1690425688,285
"COSM","X",0,1608461004,268
"GTO","X",0,1605174910,309
"AUTO","X",0,1519425011,168
"FTM","X",0,1586912230,643
"QRL","X",0,1554997524,446
"STORM","X",0,1540430163,320
"SMART","D",5,1531469782,434
"HPB","D",6,1486068201,334
"EDR","X",0,1490201629,237
"NMR","X",0,1470600532,467
"REQ","X",0,1470119083,523
"EVX","X",0,1449765568,448
"TTC","X",0,1408979383,229
"SLS","E",1,1411684393,157
"NMC","D",6,1380626531,410
"DCN","X",0,1384123494,181
"RDN","X",0,1389905498,718
"BLOCK","D",5,1354136059,474
"SCRL","X",0,1343206833,174
"CPT","X",0,1328051180,95
"GVT","X",0,1343459302,395
"OST","X",0,1330472545,577
"CVT","X",0,1321893769,176
"PPC","D",6,1338547689,490
"CRPT","X",0,1296658703,268
"POE","X",0,1272702378,574
"GO","D",6,1344749306,490
"NOAH","X",0,1259546336,280
"PMA","X",0,1218418970,254
"XAS","D",6,1261450254,404
"QSP","X",0,1250146027,358
"RHOC","D",6,1241346674,585
"BTX","X",0,1226417304,337
"RCN","X",0,1224294341,543
"APIS","X",0,1227494722,163
"MDS","X",0,1222862427,313
"BURST","D",6,1201710731,226
"SRN","X",0,1182152701,361
"BZNT","X",0,1194538384,208
"IHT","X",0,1107849659,284
"OAX","X",0,1149783247,296
"RUFF","X",0,1145949959,120
"TNB","X",0,1129541560,199
"CS","D",5,1129518965,323
"VITE","X",0,1088240063,552
"GOT","X",0,1111902470,218
"PRO","X",0,1109280901,216
"DATA","X",0,1098869635,543
"SUB","X",0,1091168192,417
"LOC","X",0,1116899404,275
"DTA","X",0,1086482730,284
"NCASH","X",0,1081221049,204
"ETHOS","X",0,1080917856,274
"INS","X",0,1054333738,549
"SWFTC","X",0,1145436479,232
"EGT","X",0,1040424204,272
"BLZ","X",0,1035970240,450
"TEN","X",0,1036069164,169
"EDG","X",0,1029268577,258
"LEO","X",0,1023437004,159
"UBQ","D",4,1057180631,352
"XSN","X",0,1034991219,386
"MET","X",0,1004747361,613
"VEE","X",0,1063691888,415
"DMT","X",0,1009411296,154
"XDN","D",5,1002280544,432
"ZCL","X",0,974166607,414
"SALT","X",0,981196501,550
"LYM","X",0,955798954,232
"ADX","X",0,945640978,506
"LINDA","X",0,949453366,367
"ITC","X",0,942446603,189
"VIBE","X",0,933079575,161
"DNT","X",0,940599392,504
"MLN","X",0,930880481,490
"NLG","E",3,925764649,322
"SNM","X",0,909438877,516
"TRAC","X",0,877210657,553
"LGO","X",0,897988902,193
"LEND","X",0,873380438,360
"KEY","X",0,870147845,219
"SOC","X",0,862507079,181
"BAY","X",0,836995695,163
"CNN","X",0,828744372,255
"SWM","X",0,798248965,260
"DBET","X",0,817494323,280
"JNT","X",0,811913764,411
"SNGLS","X",0,794244481,569
"VITAE","X",0,776334292,200
"VIB","X",0,774949135,274
"QLC","X",0,768651351,180
"SEELE","X",0,787809008,149
"ZIP","X",0,769228853,184
"RFR","X",0,774222784,393
"GTC","X",0,756600465,221
"AEON","D",5,739880863,388
"ARN","X",0,741171314,187
"GEN","X",0,738210714,286
"MWAT","X",0,729685516,195
"LBC","X",0,718417824,600
"DLT","X",0,730508542,136
"PRE","X",0,737672389,235
"INT","X",0,730229331,234
"GAME","D",4,722053916,176
"BOX","X",0,708080342,237
"PASC","X",0,708384350,415
"PRG","X",0,695086112,122
"TAAS","X",0,697813979,378
"TNT","X",0,683482257,351
"CHSB","X",0,678328496,170
"AURA","X",0,687255248,402
"MGO","X",0,700020189,163
"MTH","X",0,671776982,376
"GRID","X",0,666212093,403
"QUN","X",0,655010443,238
"APPC","X",0,654109485,450
"FOTA","X",0,656228737,182
"XPM","X",0,719537730,204
"CPT","X",0,633625161,95
"BLK","D",6,630309968,170
"POA","D",6,631156338,585
"HYDRO","X",0,619981206,303
"PPP","X",0,612401665,243
"UTNP","X",0,623229293,246
"CPC","X",0,593843368,251
"MOBI","X",0,588558150,450
"FTC","D",6,577650912,284
"CDT","X",0,591641508,222
"SNC","X",0,579018539,121
"XCP","D",5,580031165,305
"BPT","X",0,560324978,215
"ONION","X",0,557910734,329
"MDT","X",0,552705099,226
"WPR","X",0,556127919,254
"CBC","X",0,553043327,157
"CAS","X",0,542648612,198
"AST","X",0,539139133,334
"GNX","X",0,546972444,251
"FUEL","X",0,540488467,311
"CBT","X",0,539100539,170
"LUN","X",0,542042810,178
"AMB","X",0,536265039,543
"YOYOW","X",0,533112818,150
"INK","X",0,514987287,244
"ATN","X",0,524089619,132
"ORME","X",0,506763071,195
"DOCK","X",0,515971235,231
"BTO","X",0,506719249,385
"COV","X",0,503511937,181
"CLO","X",0,491932744,418
"MRK","X",0,488018421,183
"MTC","X",0,486393902,220
"DCT","X",0,484400042,534
"BCPT","X",0,475471298,217
"COSS","X",0,469936489,170
"MVL","X",0,473817050,215
"ADT","X",0,474958060,216
"ART","X",0,472762361,163
"SPC","X",0,430967804,139
"HTML","X",0,465053361,418
"PPY","X",0,509467142,415
"CHAT","X",0,456374004,178
"WINGS","X",0,457869398,397
"POT","E",3,471521376,176
"UPP","X",0,459251480,194
"ZPT","X",0,441149952,360
"PST","X",0,438872211,302
"UKG","X",0,423902321,165
"ECOM","X",0,418553819,184
"ZCO","X",0,419607008,237
"VRC","X",0,387204645,181
"NGC","X",0,390457302,201
"GRC","X",0,390464817,469
"PHR","X",0,367035209,425
"LET","X",0,384386298,163
"UUU","X",0,377151851,230
"CV","X",0,371957938,127
"DPY","X",0,366577795,151
"NCT","X",0,368256359,173
"XMX","X",0,367292383,157
"THC","D",4,362654861,204
"DADI","X",0,363928747,501
"UBT","X",0,362245489,246
"KICK","X",0,345610365,301
"BBK","X",0,360119704,165
"GSC","X",0,354768559,168
"YEE","X",0,357263281,177
"CHP","X",0,350597447,308
"BAX","X",0,357329307,312
"ZCN","X",0,343295074,219
"TAU","X",0,337144210,462
"SPD","X",0,337102919,199
"REM","X",0,331744535,582
"BMC","X",0,330177300,175
"HVN","X",0,326699467,179
"XAUR","X",0,326514843,135
"TFD","X",0,323064800,229
"LIFE","X",0,302477032,220
"COB","X",0,313161821,184
"CRW","X",0,308178996,335
"BLT","X",0,304362071,500
"ZPR","X",0,308164721,191
"ION","X",0,280971033,330
"SPANK","X",0,273076532,376
"FLASH","X",0,274221564,336
"DAX","X",0,271051869,201
"MOT","X",0,269609678,85
"DRT","X",0,268374736,227
"MTN","X",0,265187103,118
"SLR","X",0,262610589,211
"LCS","X",0,250132632,103
"ROCK2","X",0,246928131,237
"DCC","X",0,239312789,146
"NTK","X",0,240949284,193
"MUE","X",0,240632807,299
"FXT","X",0,236015185,152
"HST","X",0,235188109,197
"AIDOC","X",0,238029025,192
"LUX","X",0,231117492,215
"UP","X",0,230044621,308
"STK","X",0,220401230,182
"PCL","X",0,230080543,171
"XDCE","X",0,231654059,312
"SOUL","X",0,221667317,220
"ZSC","X",0,226159772,308
"BKX","X",0,217764957,212
"TOA","X",0,214864296,153
"RVR","X",0,212392025,224
"ZAP","X",0,208176320,173
"XP","X",0,261332350,172
"DAG","X",0,201501329,377
"ABYSS","X",0,194750412,225
"DAT","X",0,197054840,278
"OXY","X",0,200062590,158
"TNC","X",0,188068852,318
"TIME","X",0,187264836,198
"STQ","X",0,186597313,233
"EXP","E",1,186988193,359
"GUP","E",1,185120482,144
"HMQ","X",0,183228439,142
"BCI","X",0,173844478,220
"EBC","X",0,148730192,202
"SS","X",0,165423496,232
"NLC2","X",0,172088729,266
"RISE","E",2,168025263,406
"LIKE","X",0,162253150,536
"NVC","E",2,160880821,211
"EKO","X",0,157649263,168
"ELEC","X",0,158039344,205
"BOT","X",0,156031323,225
"QBT","X",0,150798209,233
"UQC","X",0,149276194,152
"CAPP","X",0,146211246,358
"NOTE","X",0,145190202,133
"HKN","X",0,144669066,173
"ISR","X",0,141642637,83
"STX","X",0,139580891,151
"MTX","X",0,129115451,140
"UCASH","X",0,123736202,155
"IDH","X",0,123854081,143
"SKB","X",0,123707565,179
"GEM","X",0,125521391,192
"SWT","X",0,120401424,169
"DXT","X",0,123239432,149
"OLT","X",0,118941025,203
"PRA","X",0,108948509,333
"DATX","X",0,104849059,144
"BANCA","X",0,104275115,157
"CMCT","X",0,98330612,228
"SNTR","X",0,94802811,223
"BTCP","D",4,93954410,467
"DEV","X",0,93737435,187
"COFI","X",0,93381144,282
"DOV","X",0,90167022,151
"IXT","X",0,76878379,248
"ZXC","X",0,75235784,463
"SENC","X",0,73836539,131
"BBC","X",0,72472883,146
"DAV","X",0,64452930,141
"MNX","X",0,68121562,216
"EXY","X",0,67372447,150
"TIX","X",0,64773245,121
"BEZ","X",0,61509167,129
"RCT","X",0,49359958,171
"LALA","X",0,48692004,189
"ARB","X",0,43150097,156
"HER","X",0,43269970,181
"1ST","X",0,937702748,158
"CREDO","X",0,414629384,142
"FAIR","D",4,406652836,248
"COLX","X",0,378038775,233
"NEU","X",0,374492437,162
"MYST","X",0,200552968,493
"IVY","X",0,177524220,152
"PARETO","X",0,71011729,184
