"country","continent","lifeExp","pop","gdpPercap"
"OMNI","X",0,207474605,139
"SS","X",0,217012018,251
"BKX","X",0,206957008,238
"ELEC","X",0,183792895,222
"GUP","E",1,181868777,155
"STK","X",0,177894305,142
"DAT","X",0,172140457,284
"QBT","X",0,181315953,265
"TIME","X",0,167249491,237
"CAPP","X",0,161567021,376
"SIB","D",5,166799953,336
"IDH","X",0,163847619,148
"RISE","E",2,162248926,466
"EKO","X",0,158154206,169
"LIKE","X",0,156428288,545
"TOA","X",0,149654923,133
"STX","X",0,152126880,200
"PRA","X",0,141698398,362
"NOTE","X",0,139948870,131
"DEV","X",0,132428774,198
"SWT","X",0,126925226,802
"NVC","E",1,130996161,208
"MNX","X",0,125397604,158
"BBC","X",0,123552585,154
"COFI","X",0,131237253,316
"SENC","X",0,115185914,170
"TIX","X",0,114483422,150
"TRST","X",0,118084194,622
"MTX","X",0,92145193,155
"IXT","X",0,89633014,239
"DXT","X",0,72699141,172
"OPTI","X",0,57649720,119
"VULC","X",0,54472689,264
"UBC","X",0,53692957,185
"J8T","X",0,52370705,225
"BEE","X",0,51251390,197
"PARETO","X",0,48634828,191
"RBY","X",0,292809777,141
"MYST","X",0,223327855,485
"JSE","X",0,35904208,280
